"in_data","out_data","Aggregation","Difficulty","Weit","ConnectInGraph","Explanation"
"medications","healthwatch 360",3,3,6,"F",NA
"medications","mumoactive diabetes sugar tracker",3,3,6,"F",NA
"medications","mydietist",3,3,6,"F",NA
"medications","mysugr diabetes logbook",3,3,6,"F",NA
"medications","mysymptoms",3,3,6,"F",NA
"medications","nutrition tracker biostatus health",3,3,6,"F",NA
"medications","wellness: mood meds & health anchorshed",3,3,6,"F",NA
"medical risk predictions","nutrition tracker biostatus health",3,3,6,"F",NA
"medical history","nutrition tracker biostatus health",3,3,6,"F",NA
"meallogger wellness foundry","advices",3,3,6,"F",NA
"meallogger wellness foundry","coaching",3,3,6,"F",NA
"meallogger wellness foundry","connected users",3,3,6,"F",NA
"meallogger wellness foundry","fitbit charge 2",3,3,6,"F",NA
"meallogger wellness foundry","healthgraph",3,3,6,"F",NA
"meallogger","healthgraph",3,3,6,"F",NA
"mdietguru","advices",3,3,6,"F",NA
"mbientlabs","csv file",3,3,6,"F",NA
"mbientlabs","CSV File",5,3,8,"F",NA
"maternal heart rate","monica healthcare",3,3,6,"F",NA
"manus vr","api",3,3,6,"F",NA
"manual_entry","CSV File",5,5,10,"F",NA
"magnetometer","kiwi glance",3,3,6,"F",NA
"magnetometer","lumo body tech",3,3,6,"F",NA
"magnetometer","lumus sleek",3,3,6,"F",NA
"magnetometer","manus vr",3,3,6,"F",NA
"magnetometer","maven co-pilot",3,3,6,"F",NA
"magnetometer","misfit",3,3,6,"F",NA
"magnetometer","moov personal coach",3,3,6,"F",NA
"magnetometer","narrative clip",3,3,6,"F",NA
"magnetometer","optinvent",3,3,6,"F",NA
"magnetometer","razer nabu",3,3,6,"F",NA
"magnetometer","recon jet",3,3,6,"F",NA
"magnetometer","reemohealth",3,3,6,"F",NA
"magnetometer","sony smartwatch",3,3,6,"F",NA
"magnetometer","wearnotch",3,3,6,"F",NA
"magnetometer","wellograph co. ltd.",3,3,6,"F",NA
"magnetometer","xensr air",3,3,6,"F",NA
"magnetometer","xmetrics fit",3,3,6,"F",NA
"magnetometer","xsens mvn",3,3,6,"F",NA
"macronutrients","calories! stefan diener",3,3,6,"F",NA
"macronutrients","linear software body fat calculator",3,3,6,"F",NA
"macronutrients","simple macro calorie counter",3,3,6,"F",NA
"macronutrients","ww tools free",3,3,6,"F",NA
"lumo body tech","rest api",3,3,6,"F",NA
"lumens","mbientlabs",4,4,8,"F",NA
"lumafit","google fit",3,3,6,"F",NA
"Low GI Diet- glycemic index & load counter with search","healthkit",3,3,6,"F",NA
"Low GI Diet- glycemic index & load counter with search",NA,3,3,6,"F",NA
"low gi diet- glycemic index & load counter with search","connected users",3,3,6,"F",NA
"low gi diet- glycemic index & load counter with search","file",3,3,6,"F",NA
"low gi diet- glycemic index & load counter with search","healthkit",3,3,6,"F",NA
"lose weight without dieting harmonic soft","advices",3,3,6,"F",NA
"lose weight without dieting harmonic soft","reminders/notifications",3,3,6,"F",NA
"lose weight with applause 12 labs","advices",3,3,6,"F",NA
"lose weight with applause 12 labs","coaching",3,3,6,"F",NA
"lose weight with applause 12 labs","connected users",3,3,6,"F",NA
"lose weight with applause 12 labs","personal feedback",3,3,6,"F",NA
"lose weight with applause 12 labs","reminders/notifications",3,3,6,"F",NA
"lose weight with applause 12 labs","social support",3,3,6,"F",NA
"lose it! weight loss program and calorie counter","googlefit",3,3,6,"F",NA
"lose it! weight loss program and calorie counter","healthgraph",3,3,6,"F",NA
"lose it! weight loss program and calorie counter","healthkit",3,3,6,"F",NA
"Lose It! Fitnow","health mate steps tracker & life coach by withings",3,3,6,"F",NA
"Lose It! Fitnow","healthkit",3,3,6,"F",NA
"lose it! fitnow","challanges",3,3,6,"F",NA
"lose it! fitnow","faceook",3,3,6,"F",NA
"lose it! fitnow","file",3,3,6,"F",NA
"lose it! fitnow","fitbit charge 2",3,3,6,"F",NA
"lose it! fitnow","googlefit",3,3,6,"F",NA
"lose it! fitnow","health mate steps tracker & life coach by withings",3,3,6,"F",NA
"lose it! fitnow","healthgraph",3,3,6,"F",NA
"lose it! fitnow","healthkit",3,3,6,"F",NA
"lose it! fitnow","social support",3,3,6,"F",NA
"lose it! fitnow","up24",3,3,6,"F",NA
"lose it! fitnow","weight goals",3,3,6,"F",NA
"loopkit","api",3,3,6,"F",NA
"loopkit","file",3,3,6,"F",NA
"location","foursquare",3,3,6,"F",NA
"location","Foursquare",3,3,6,"F",NA
"location","mysymptoms",3,3,6,"F",NA
"location","mySymptoms",2,2,4,"F",NA
"location","smartertime",5,5,10,"F",NA
"Linear Software Body Fat Calculator","healthkit",3,3,6,"F",NA
"linear software body fat calculator","file",3,3,6,"F",NA
"linear software body fat calculator","healthkit",3,3,6,"F",NA
"light spectrum","lys button 1.0",3,3,6,"F",NA
"Lifesum Health Movement","health mate steps tracker & life coach by withings",3,3,6,"F",NA
"Lifesum Health Movement","healthkit",3,3,6,"F",NA
"lifesum health movement","advices",3,3,6,"F",NA
"lifesum health movement","coaching",3,3,6,"F",NA
"lifesum health movement","connected users",3,3,6,"F",NA
"lifesum health movement","fitbit charge 2",3,3,6,"F",NA
"lifesum health movement","googlefit",3,3,6,"F",NA
"lifesum health movement","health mate steps tracker & life coach by withings",3,3,6,"F",NA
"lifesum health movement","healthgraph",3,3,6,"F",NA
"lifesum health movement","healthkit",3,3,6,"F",NA
"lifesum health movement","myfitnesspal",3,3,6,"F",NA
"lifesum health movement","personal feedback",3,3,6,"F",NA
"lifesum health movement","progress displays",3,3,6,"F",NA
"lifesum health movement","s health",3,3,6,"F",NA
"lifesum health movement","samsung health",3,3,6,"F",NA
"lifesum health movement","up24",3,3,6,"F",NA
"lifelogging","daily tracker+ lumen spark",3,3,6,"F",NA
"lg gizmopal vc100","api",3,3,6,"F",NA
"lg gizmopal vc100","google fit",3,3,6,"F",NA
"lg gizmopal vc100","rest api",3,3,6,"F",NA
"leikr gps sport watch","mapmyfitness",3,3,6,"F",NA
"leikr gps sport watch","strava",3,3,6,"F",NA
"lark personal weight loss coach & nutritionist","advices",3,3,6,"F",NA
"lark personal weight loss coach & nutritionist","coaching",3,3,6,"F",NA
"lark personal weight loss coach & nutritionist","personal feedback",3,3,6,"F",NA
"keto low carb venn interactive","advices",3,3,6,"F",NA
"journal_notes","mysymptoms",3,3,6,"F",NA
"journal_notes","mySymptoms",3,2,5,"F",NA
"Jawbone UP","glooko",3,3,6,"F",NA
"jawbone up","advices",3,3,6,"F",NA
"jawbone up","faceook",3,3,6,"F",NA
"jawbone up","fitnesssyncer",3,3,6,"F",NA
"jawbone up","foodprint diet",3,3,6,"F",NA
"jawbone up","glooko",3,3,6,"F",NA
"jawbone up","lifesum health movement",3,3,6,"F",NA
"jawbone up","lose it! weight loss program and calorie counter",3,3,6,"F",NA
"jawbone up","my diet diary calorie counter app",3,3,6,"F",NA
"jawbone up","myfitnesspal",3,3,6,"F",NA
"jawbone up","personal feedback",3,3,6,"F",NA
"jawbone up","poundaweek - calorie counter",3,3,6,"F",NA
"jawbone up","rest api",3,3,6,"F",NA
"jawbone up","sdk",3,3,6,"F",NA
"jawbone up","sparkpeople",3,3,6,"F",NA
"jawbone up","ultimate food value diary plus - diet & weight tracker",3,3,6,"F",NA
"jawbone up","web api",3,3,6,"F",NA
"jawbone up","weight goals",3,3,6,"F",NA
"iTrackBites Smart Weight Loss","healthkit",3,3,6,"F",NA
"itrackbites smart weight loss","healthkit",3,3,6,"F",NA
"iskinny","allowance badge",3,3,6,"F",NA
"iskinny","reminders/notifications",3,3,6,"F",NA
"ironman move x20","api",3,3,6,"F",NA
"ironman move x20","rest api",3,3,6,"F",NA
"ironman move x20","strava",3,3,6,"F",NA
"intolerance food diary alder agarik","advices",3,3,6,"F",NA
"intolerance food diary alder agarik","file",3,3,6,"F",NA
"intel basis peak","google fit",3,3,6,"F",NA
"intel basis peak","rest api",3,3,6,"F",NA
"intel basis peak","strava",3,3,6,"F",NA
"insuline levels","diabetes diary glucose tracker designcity.pl",3,3,6,"F",NA
"insuline levels","glucose buddy diabetes log",3,3,6,"F",NA
"insuline levels","mumoactive diabetes sugar tracker",3,3,6,"F",NA
"insuline levels","onetouch reveal",3,3,6,"F",NA
"insuline levels","pedometer & weight loss coach pacer health",3,3,6,"F",NA
"insuline levels","weight goals",3,3,6,"F",NA
"Insulet Omnipod","glooko",3,3,6,"F",NA
"insulet omnipod","glooko",3,3,6,"F",NA
"insulet omnipod","googlefit",3,3,6,"F",NA
"insulet omnipod","tidepool",3,3,6,"F",NA
"inr","activ8rlives health monitoring and food diary app",3,3,6,"F",NA
"inertial measurement unit sensor","breqlabs",3,3,6,"F",NA
"inertial measurement unit sensor","BreqLabs",3,3,6,"F",NA
"inertial measurement unit sensor","cyberglove systems",3,3,6,"F",NA
"inertial measurement unit sensor","CyberGlove Systems",3,3,6,"F",NA
"inertial measurement unit sensor","mi.mu gloves",3,3,6,"F",NA
"inertial measurement unit sensor","noitom hi5 vr glove",3,3,6,"F",NA
"inertial measurement unit sensor","Noitom Hi5 VR Glove",3,3,6,"F",NA
"indian food diary","advices",3,3,6,"F",NA
"impedance sensor","jawbone up",3,3,6,"F",NA
"ihealth smart","blood glucose",3,3,6,"F",NA
"ihealth smart","ihealth",3,3,6,"F",NA
"ihealth sense","blood pressure",3,3,6,"F",NA
"ihealth sense","heart rate variability",3,3,6,"F",NA
"ihealth feel","blood pressure",3,3,6,"F",NA
"ihealth feel","heart rate variability",3,3,6,"F",NA
"ihealth feel","ihealth",3,3,6,"F",NA
"ihealth align","blood glucose",3,3,6,"F",NA
"ifttt","dropbox",3,3,6,"F",NA
"ibs symptoms","bowelle ibs tracker",3,3,6,"F",NA
"ibs symptoms","fodmap monash university",3,3,6,"F",NA
"ibs symptoms","food allergyfree",3,3,6,"F",NA
"ibs symptoms","food and symptoms diary nmi-portal / panthera.cc",3,3,6,"F",NA
"ibs symptoms","food diary geoff holden",3,3,6,"F",NA
"ibs symptoms","mysymptoms",3,3,6,"F",NA
"hydro coach - drink water","fitbit charge 2",3,3,6,"F",NA
"hydro coach - drink water","googlefit",3,3,6,"F",NA
"hydro coach - drink water","reminders/notifications",3,3,6,"F",NA
"hydro coach - drink water","s health",3,3,6,"F",NA
"hydro coach - drink water","samsung health",3,3,6,"F",NA
"hydration","h2opal smart bottle",3,3,6,"F",NA
"hydration","healbe",3,3,6,"F",NA
"hydration","lvl fitness tracker",3,3,6,"F",NA
"hydration","ozmo active",3,3,6,"F",NA
"hydration","ulla labs",3,3,6,"F",NA
"hunger","baritastic bariatric tracker",3,3,6,"F",NA
"hunger","healthwatch 360",3,3,6,"F",NA
"humanbenchmark","manual_entry",2,2,4,"F",NA
"humanbenchmark","text_editor",3,3,6,"F",NA
"huawei talkband","api",3,3,6,"F",NA
"huawei talkband","google fit",3,3,6,"F",NA
"huawei talkband","googlefit",3,3,6,"F",NA
"huawei talkband","rest api",3,3,6,"F",NA
"hrv","chooseblocks.com",3,3,6,"F",NA
"hrv","mc10 biostamp",3,3,6,"F",NA
"hovr infinite smart shoe","under armour",3,3,6,"F",NA
"hi droid infinity","google drive",3,3,6,"F",NA
"hexoskin","astroskin",5,5,10,"F",NA
"hexoskin","csv file",3,3,6,"F",NA
"hexoskin","CSV File",3,3,6,"F",NA
"hexoskin","rest api",3,3,6,"F",NA
"heartrate","activ8rlives health monitoring and food diary app",3,3,6,"F",NA
"heartrate","Activ8rlives Health Monitoring and Food Diary App",3,3,6,"F",NA
"heartrate","aktiia complete blood pressure monitor",3,3,6,"F",NA
"heartrate","Aktiia Complete Blood Pressure Monitor",3,3,6,"F",NA
"heartrate","amiigo",3,3,6,"F",NA
"heartrate","apple watch",3,3,6,"F",NA
"heartrate","Apple Watch",3,3,6,"F",NA
"heartrate","argus health & calorie counter",3,3,6,"F",NA
"heartrate","Argus Health & Calorie Counter",3,3,6,"F",NA
"heartrate","ava fertility2.0",3,3,6,"F",NA
"heartrate","Ava Fertility2.0",3,3,6,"F",NA
"heartrate","beautyrest sleep tracker",3,3,6,"F",NA
"heartrate","BeautyRest Sleep Tracker",3,3,6,"F",NA
"heartrate","beddit sleep monitor 3.5",3,3,6,"F",NA
"heartrate","Beddit Sleep Monitor 3.5",3,3,6,"F",NA
"heartrate","EKG",3,3,6,"F",NA
"heartrate","empatica",3,3,6,"F",NA
"heartrate","Empatica",3,3,6,"F",NA
"heartrate","eversleep 2 personal sleep monitor",3,3,6,"F",NA
"heartrate","EverSleep 2 Personal Sleep Monitor",3,3,6,"F",NA
"heartrate","fitbit",3,3,6,"F",NA
"heartrate","Fitbit",3,3,6,"F",NA
"heartrate","garmin approach",3,3,6,"F",NA
"heartrate","Garmin Approach",3,3,6,"F",NA
"heartrate","go2sleep ring",3,3,6,"F",NA
"heartrate","GO2Sleep Ring",3,3,6,"F",NA
"heartrate","healbe",3,3,6,"F",NA
"heartrate","Healbe",3,3,6,"F",NA
"heartrate","heartcheck pen",3,3,6,"F",NA
"heartrate","HeartCheck PEN",3,3,6,"F",NA
"heartrate","hi droid infinity",3,3,6,"F",NA
"heartrate","HI DROID INFINITY",3,3,6,"F",NA
"heartrate","illume health sauna tracker",3,3,6,"F",NA
"heartrate","Illume Health Sauna Tracker",3,3,6,"F",NA
"heartrate","jawbone up",3,3,6,"F",NA
"heartrate","Jawbone UP",3,3,6,"F",NA
"heartrate","kardiamobile",3,3,6,"F",NA
"heartrate","KardiaMobile",3,3,6,"F",NA
"heartrate","lookee ring sleep monitor",3,3,6,"F",NA
"heartrate","Lookee Ring Sleep Monitor",3,3,6,"F",NA
"heartrate","lvl fitness tracker",3,3,6,"F",NA
"heartrate","LVL Fitness Tracker",3,3,6,"F",NA
"heartrate","mawi ecg band",3,3,6,"F",NA
"heartrate","Mawi ECG band",3,3,6,"F",NA
"heartrate","miband3",3,3,6,"F",NA
"heartrate","microsoft band",3,3,6,"F",NA
"heartrate","Microsoft Band",3,3,6,"F",NA
"heartrate","nutrition tracker biostatus health",3,3,6,"F",NA
"heartrate","Nutrition Tracker BioStatus Health",3,3,6,"F",NA
"heartrate","omsignal",3,3,6,"F",NA
"heartrate","OMsignal",3,3,6,"F",NA
"heartrate","oura",3,3,6,"F",NA
"heartrate","Oura",3,3,6,"F",NA
"heartrate","phyode w/me",3,3,6,"F",NA
"heartrate","Phyode W/Me",3,3,6,"F",NA
"heartrate","polar h10",3,3,6,"F",NA
"heartrate","Polar H10",3,3,6,"F",NA
"heartrate","preventice bodyguardian",3,3,6,"F",NA
"heartrate","Preventice BodyGuardian",3,3,6,"F",NA
"heartrate","qardiocore",3,3,6,"F",NA
"heartrate","QardioCore",3,3,6,"F",NA
"heartrate","samsung gear",3,3,6,"F",NA
"heartrate","Samsung Gear",3,3,6,"F",NA
"heartrate","Samsung Health",3,3,6,"F",NA
"heartrate","sms audio biosport",3,3,6,"F",NA
"heartrate","SMS Audio Biosport",3,3,6,"F",NA
"heartrate","striiv activity tracker",3,3,6,"F",NA
"heartrate","Striiv Activity Tracker",3,3,6,"F",NA
"heartrate","tomtom mysports",3,3,6,"F",NA
"heartrate","TomTom MySports",3,3,6,"F",NA
"heartrate","vitali smart bra",3,3,6,"F",NA
"heartrate","Vitali Smart Bra",3,3,6,"F",NA
"heartrate","vivowatch bp",3,3,6,"F",NA
"heartrate","VivoWatch BP",3,3,6,"F",NA
"heartrate","whoop strap",3,3,6,"F",NA
"heartrate","WHOOP Strap",3,3,6,"F",NA
"heartrate","wisewear",3,3,6,"F",NA
"heartrate","Wisewear",3,3,6,"F",NA
"heartrate","withings bpm core",3,3,6,"F",NA
"heartrate","Withings BPM Core",3,3,6,"F",NA
"heartrate","withings sleep",3,3,6,"F",NA
"heartrate","withings sleep tracking pad",3,3,6,"F",NA
"heartrate","Withings Sleep Tracking Pad",3,3,6,"F",NA
"heartrate","zephyr bioharness 3",3,3,6,"F",NA
"heartrate","Zephyr BioHarness 3",3,3,6,"F",NA
"heart_rate","ECG",4,4,8,"F",NA
"heart_rate","miband3",1,5,6,"F",NA
"heart rate sensor","finis aquapulse",3,3,6,"F",NA
"heart rate sensor","owlet baby monitor",3,3,6,"F",NA
"heart rate sensor","polar smartwatch",3,3,6,"F",NA
"heart rate sensor","qardioarm",3,3,6,"F",NA
"heart rate sensor","sms audio biosport",3,3,6,"F",NA
"heart rate and sleep","spire health tag",3,3,6,"F",NA
"heart rate","apple watch",3,3,6,"F",NA
"heart rate","bragi dash",3,3,6,"F",NA
"heart rate","chooseblocks.com",3,3,6,"F",NA
"heart rate","contec",3,3,6,"F",NA
"heart rate","empatica",3,3,6,"F",NA
"heart rate","finis aquapulse",3,3,6,"F",NA
"heart rate","fitbit",3,3,6,"F",NA
"heart rate","fossil sport smartwatch",3,3,6,"F",NA
"heart rate","hexoskin",3,3,6,"F",NA
"heart rate","intel basis peak",3,3,6,"F",NA
"heart rate","irythm zio xt patch",3,3,6,"F",NA
"heart rate","jabra",3,3,6,"F",NA
"heart rate","jawbone up",3,3,6,"F",NA
"heart rate","lg gizmopal vc100",3,3,6,"F",NA
"heart rate","lumafit",3,3,6,"F",NA
"heart rate","microsoft band",3,3,6,"F",NA
"heart rate","mio link",3,3,6,"F",NA
"heart rate","misfit",3,3,6,"F",NA
"heart rate","moov personal coach",3,3,6,"F",NA
"heart rate","motiv ring",3,3,6,"F",NA
"heart rate","moto 360",3,3,6,"F",NA
"heart rate","mykronoz zefit",3,3,6,"F",NA
"heart rate","nymi.com",3,3,6,"F",NA
"heart rate","o-synce",3,3,6,"F",NA
"heart rate","omron heartguide",3,3,6,"F",NA
"heart rate","owlet baby monitor",3,3,6,"F",NA
"heart rate","pebble watch",3,3,6,"F",NA
"heart rate","phyode w/me",3,3,6,"F",NA
"heart rate","polar flow activity & sports analyzing",3,3,6,"F",NA
"heart rate","polar h10",3,3,6,"F",NA
"heart rate","polar smartwatch",3,3,6,"F",NA
"heart rate","preventice bodyguardian",3,3,6,"F",NA
"heart rate","qardioarm",3,3,6,"F",NA
"heart rate","samsung gear",3,3,6,"F",NA
"heart rate","sms audio biosport",3,3,6,"F",NA
"heart rate","spree wearables",3,3,6,"F",NA
"heart rate","suunto",3,3,6,"F",NA
"heart rate","tomtom mysports",3,3,6,"F",NA
"heart rate","wahoo tickr",3,3,6,"F",NA
"heart rate","wellograph co. ltd.",3,3,6,"F",NA
"heart rate","whoop strap",3,3,6,"F",NA
"heart rate","wisewear",3,3,6,"F",NA
"heart rate","withings blood pressure monitor",3,3,6,"F",NA
"heart rate","zephyr bioharness 3",3,3,6,"F",NA
"healthy 365 health promotion board","allowance badge",3,3,6,"F",NA
"healthy 365 health promotion board","challanges",3,3,6,"F",NA
"healthy 365 health promotion board","fitbit charge 2",3,3,6,"F",NA
"healthy 365 health promotion board","s health",3,3,6,"F",NA
"healthy 365 health promotion board","samsung health",3,3,6,"F",NA
"HealthWatch 360","healthkit",3,3,6,"F",NA
"healthwatch 360","advices",3,3,6,"F",NA
"healthwatch 360","fitbit charge 2",3,3,6,"F",NA
"healthwatch 360","healthkit",3,3,6,"F",NA
"healthifyme weight loss coach","coaching",3,3,6,"F",NA
"healthifyme weight loss coach","fitbit charge 2",3,3,6,"F",NA
"healthifyme weight loss coach","googlefit",3,3,6,"F",NA
"healthifyme weight loss coach","social support",3,3,6,"F",NA
"health mate steps tracker & life coach by withings","cron-o-meter",3,3,6,"F",NA
"health mate steps tracker & life coach by withings","CRON-O-Meter",3,3,6,"F",NA
"health mate steps tracker & life coach by withings","cronometer",3,3,6,"F",NA
"health mate steps tracker & life coach by withings","diabetes & diet tracker mynetdiary",3,3,6,"F",NA
"health mate steps tracker & life coach by withings","Diabetes & Diet Tracker MyNetDiary",3,3,6,"F",NA
"health mate steps tracker & life coach by withings","fitbit",3,3,6,"F",NA
"health mate steps tracker & life coach by withings","Fitbit",3,3,6,"F",NA
"health mate steps tracker & life coach by withings","fitbit charge 2",3,3,6,"F",NA
"health mate steps tracker & life coach by withings","fitnesssyncer",3,3,6,"F",NA
"health mate steps tracker & life coach by withings","Fitnesssyncer",3,3,6,"F",NA
"health mate steps tracker & life coach by withings","foodprint diet",3,3,6,"F",NA
"health mate steps tracker & life coach by withings","FoodPrint Diet",3,3,6,"F",NA
"health mate steps tracker & life coach by withings","googlefit",3,3,6,"F",NA
"health mate steps tracker & life coach by withings","GoogleFit",3,3,6,"F",NA
"health mate steps tracker & life coach by withings","healthgraph",3,3,6,"F",NA
"health mate steps tracker & life coach by withings","Healthgraph",3,3,6,"F",NA
"health mate steps tracker & life coach by withings","healthkit",3,3,6,"F",NA
"health mate steps tracker & life coach by withings","healthvault",3,3,6,"F",NA
"health mate steps tracker & life coach by withings","HealthVault",3,3,6,"F",NA
"health mate steps tracker & life coach by withings","Human Api",3,3,6,"F",NA
"health mate steps tracker & life coach by withings","humanapi.co",3,3,6,"F",NA
"health mate steps tracker & life coach by withings","ifttt",3,3,6,"F",NA
"health mate steps tracker & life coach by withings","lifesum health movement",3,3,6,"F",NA
"health mate steps tracker & life coach by withings","Lifesum Health Movement",3,3,6,"F",NA
"health mate steps tracker & life coach by withings","lose it! fitnow",3,3,6,"F",NA
"health mate steps tracker & life coach by withings","Lose It! Fitnow",3,3,6,"F",NA
"health mate steps tracker & life coach by withings","lose it! weight loss program and calorie counter",3,3,6,"F",NA
"health mate steps tracker & life coach by withings","myfitnesspal",3,3,6,"F",NA
"health mate steps tracker & life coach by withings","MyFitnessPal",3,3,6,"F",NA
"health mate steps tracker & life coach by withings","myplate calorie tracker",3,3,6,"F",NA
"health mate steps tracker & life coach by withings","myplate demand media",3,3,6,"F",NA
"health mate steps tracker & life coach by withings","MyPlate Demand Media",3,3,6,"F",NA
"health mate steps tracker & life coach by withings","poundaweek - calorie counter",3,3,6,"F",NA
"health mate steps tracker & life coach by withings","Poundaweek - Calorie Counter",3,3,6,"F",NA
"health mate steps tracker & life coach by withings","tactio health",3,3,6,"F",NA
"health mate steps tracker & life coach by withings","Tactio Health",3,3,6,"F",NA
"health mate steps tracker & life coach by withings","validic",3,3,6,"F",NA
"health mate steps tracker & life coach by withings","weight goals",3,3,6,"F",NA
"health mate steps tracker & life coach by withings","weight watchers",3,3,6,"F",NA
"health mate steps tracker & life coach by withings","weight watchers mobile international",3,3,6,"F",NA
"health mate steps tracker & life coach by withings","Weight Watchers Mobile International",3,3,6,"F",NA
"health mate steps tracker & life coach by withings","zenobase",3,3,6,"F",NA
"health mate steps tracker & life coach by withings","Zenobase",3,3,6,"F",NA
"health goals","foodprint diet",3,3,6,"F",NA
"health goals","healthwatch 360",3,3,6,"F",NA
"health goals","lose it! fitnow",3,3,6,"F",NA
"health goals","my diet journal harvey g. payne",3,3,6,"F",NA
"health goals","mysugr diabetes logbook",3,3,6,"F",NA
"health goals","noom coach health & weight",3,3,6,"F",NA
"health goals","weight goals",3,3,6,"F",NA
"health goals","weight loss & fitness program healthkart",3,3,6,"F",NA
"health & weight loss coach obino","advices",3,3,6,"F",NA
"health & weight loss coach obino","coaching",3,3,6,"F",NA
"health & weight loss coach obino","reminders/notifications",3,3,6,"F",NA
"healbe","rest api",3,3,6,"F",NA
"hapicoach nutrition coaching","coaching",3,3,6,"F",NA
"hapicoach nutrition coaching","personal feedback",3,3,6,"F",NA
"gyrosco.pe","apple watch",3,3,6,"F",NA
"gyrosco.pe","biosensics",3,3,6,"F",NA
"gyrosco.pe","bragi dash",3,3,6,"F",NA
"gyrosco.pe","chooseblocks.com",3,3,6,"F",NA
"gyrosco.pe","fitbit",3,3,6,"F",NA
"gyrosco.pe","fitbug orb",3,3,6,"F",NA
"gyrosco.pe","fossil sport smartwatch",3,3,6,"F",NA
"gyrosco.pe","icedot crash sensor",3,3,6,"F",NA
"gyrosco.pe","ifit technologies",3,3,6,"F",NA
"gyrosco.pe","ihealth",3,3,6,"F",NA
"gyrosco.pe","intel basis peak",3,3,6,"F",NA
"gyrosco.pe","jawbone up",3,3,6,"F",NA
"gyrosco.pe","jumpstartcsr",3,3,6,"F",NA
"gyrosco.pe","kiwi glance",3,3,6,"F",NA
"gyrosco.pe","lechal shoe",3,3,6,"F",NA
"gyrosco.pe","lg gizmopal vc100",3,3,6,"F",NA
"gyrosco.pe","lumo body tech",3,3,6,"F",NA
"gyrosco.pe","lumus sleek",3,3,6,"F",NA
"gyrosco.pe","manus vr",3,3,6,"F",NA
"gyrosco.pe","maven co-pilot",3,3,6,"F",NA
"gyrosco.pe","michael kors access",3,3,6,"F",NA
"gyrosco.pe","microsoft band",3,3,6,"F",NA
"gyrosco.pe","misfit",3,3,6,"F",NA
"gyrosco.pe","moff.mobi",3,3,6,"F",NA
"gyrosco.pe","moov personal coach",3,3,6,"F",NA
"gyrosco.pe","nike fuelband",3,3,6,"F",NA
"gyrosco.pe","nixon the mission",3,3,6,"F",NA
"gyrosco.pe","nymi.com",3,3,6,"F",NA
"gyrosco.pe","optinvent",3,3,6,"F",NA
"gyrosco.pe","pebble watch",3,3,6,"F",NA
"gyrosco.pe","polar flow activity & sports analyzing",3,3,6,"F",NA
"gyrosco.pe","polar smartwatch",3,3,6,"F",NA
"gyrosco.pe","purecarbon",3,3,6,"F",NA
"gyrosco.pe","razer nabu",3,3,6,"F",NA
"gyrosco.pe","recon jet",3,3,6,"F",NA
"gyrosco.pe","record by under armour healthbox",3,3,6,"F",NA
"gyrosco.pe","reemohealth",3,3,6,"F",NA
"gyrosco.pe","rip curl searchgps",3,3,6,"F",NA
"gyrosco.pe","rufus cuff",3,3,6,"F",NA
"gyrosco.pe","samsung gear",3,3,6,"F",NA
"gyrosco.pe","scribe labs",3,3,6,"F",NA
"gyrosco.pe","senso devices inc.",3,3,6,"F",NA
"gyrosco.pe","sony smartwatch",3,3,6,"F",NA
"gyrosco.pe","striketec",3,3,6,"F",NA
"gyrosco.pe","tag heuer connected",3,3,6,"F",NA
"gyrosco.pe","wearit smartwatch",3,3,6,"F",NA
"gyrosco.pe","wearnotch",3,3,6,"F",NA
"gyrosco.pe","wellograph co. ltd.",3,3,6,"F",NA
"gyrosco.pe","withings activit",3,3,6,"F",NA
"gyrosco.pe","xensr air",3,3,6,"F",NA
"gyrosco.pe","xmetrics fit",3,3,6,"F",NA
"gyrosco.pe","xsens mvn",3,3,6,"F",NA
"gyrosco.pe","zeblaze classic",3,3,6,"F",NA
"gyrosco.pe","zikto walk",3,3,6,"F",NA
"gsr","aidlab",3,3,6,"F",NA
"gsr","chooseblocks.com",3,3,6,"F",NA
"gsr","empatica",3,3,6,"F",NA
"gsr","healbe",3,3,6,"F",NA
"gsr","intel basis peak",3,3,6,"F",NA
"gsr","jawbone up",3,3,6,"F",NA
"gsr","microsoft band",3,3,6,"F",NA
"gsr","sensmi band",3,3,6,"F",NA
"gps","dash",3,3,6,"F",NA
"gps","flow plume labs",3,3,6,"F",NA
"glucose buddy diabetes log","azumio",3,3,6,"F",NA
"glucose buddy diabetes log","file",3,3,6,"F",NA
"glucose buddy diabetes log","reminders/notifications",3,3,6,"F",NA
"glooko","blood glucose",3,3,6,"F",NA
"global positioning system","apple watch",3,3,6,"F",NA
"global positioning system","biosensics",3,3,6,"F",NA
"global positioning system","chooseblocks.com",3,3,6,"F",NA
"global positioning system","garmin approach",3,3,6,"F",NA
"global positioning system","intel basis peak",3,3,6,"F",NA
"global positioning system","ironman move x20",3,3,6,"F",NA
"global positioning system","kms",3,3,6,"F",NA
"global positioning system","leikr gps sport watch",3,3,6,"F",NA
"global positioning system","lg gizmopal vc100",3,3,6,"F",NA
"global positioning system","microsoft band",3,3,6,"F",NA
"global positioning system","narrative clip",3,3,6,"F",NA
"global positioning system","nike fuelband",3,3,6,"F",NA
"global positioning system","optinvent",3,3,6,"F",NA
"global positioning system","pfo safety bracelet",3,3,6,"F",NA
